id,date,region,category,value
1288,2020-03-28,New Brunswick,Residential,13.0
1290,2020-02-16,Newfoundland and Labrador,Retail & recreation,14.66
1292,2020-02-18,Newfoundland and Labrador,Retail & recreation,-1.58
1294,2020-02-20,Newfoundland and Labrador,Retail & recreation,1.9
1296,2020-02-22,Newfoundland and Labrador,Retail & recreation,2.42
1298,2020-02-24,Newfoundland and Labrador,Retail & recreation,4.42
1300,2020-02-26,Newfoundland and Labrador,Retail & recreation,3.93
1302,2020-02-28,Newfoundland and Labrador,Retail & recreation,-15.51
1299,2020-02-25,Newfoundland and Labrador,Retail & recreation,0.34
1301,2020-02-27,Newfoundland and Labrador,Retail & recreation,6.37
1303,2020-02-29,Newfoundland and Labrador,Retail & recreation,6.85
1305,2020-03-02,Newfoundland and Labrador,Retail & recreation,-17.15
1307,2020-03-04,Newfoundland and Labrador,Retail & recreation,-0.65
1309,2020-03-06,Newfoundland and Labrador,Retail & recreation,8.11
1311,2020-03-08,Newfoundland and Labrador,Retail & recreation,-15.64
1313,2020-03-10,Newfoundland and Labrador,Retail & recreation,2.04
1315,2020-03-12,Newfoundland and Labrador,Retail & recreation,8.2
1317,2020-03-14,Newfoundland and Labrador,Retail & recreation,-7.72
1319,2020-03-16,Newfoundland and Labrador,Retail & recreation,8.45
1321,2020-03-18,Newfoundland and Labrador,Retail & recreation,-23.16
1323,2020-03-20,Newfoundland and Labrador,Retail & recreation,-32.72
1325,2020-03-22,Newfoundland and Labrador,Retail & recreation,-37.93
1327,2020-03-24,Newfoundland and Labrador,Retail & recreation,-50.87
1329,2020-03-26,Newfoundland and Labrador,Retail & recreation,-50.95
1331,2020-03-28,Newfoundland and Labrador,Retail & recreation,-55.12
1333,2020-02-16,Newfoundland and Labrador,Grocery & pharmacy,-0.43
1335,2020-02-18,Newfoundland and Labrador,Grocery & pharmacy,-2.92
1337,2020-02-20,Newfoundland and Labrador,Grocery & pharmacy,-1.67
1339,2020-02-22,Newfoundland and Labrador,Grocery & pharmacy,2.45
1341,2020-02-24,Newfoundland and Labrador,Grocery & pharmacy,4.83
1343,2020-02-26,Newfoundland and Labrador,Grocery & pharmacy,0.33
1345,2020-02-28,Newfoundland and Labrador,Grocery & pharmacy,-13.16
1347,2020-03-01,Newfoundland and Labrador,Grocery & pharmacy,9.29
1349,2020-03-03,Newfoundland and Labrador,Grocery & pharmacy,0.8
1351,2020-03-05,Newfoundland and Labrador,Grocery & pharmacy,0.91
1353,2020-03-07,Newfoundland and Labrador,Grocery & pharmacy,10.46
1355,2020-03-09,Newfoundland and Labrador,Grocery & pharmacy,6.7
1357,2020-03-11,Newfoundland and Labrador,Grocery & pharmacy,-5.11
1359,2020-03-13,Newfoundland and Labrador,Grocery & pharmacy,28.85
1361,2020-03-15,Newfoundland and Labrador,Grocery & pharmacy,25.48
1363,2020-03-17,Newfoundland and Labrador,Grocery & pharmacy,22.84
1365,2020-03-19,Newfoundland and Labrador,Grocery & pharmacy,14.41
1367,2020-03-21,Newfoundland and Labrador,Grocery & pharmacy,-17.08
1369,2020-03-23,Newfoundland and Labrador,Grocery & pharmacy,-10.06
1371,2020-03-25,Newfoundland and Labrador,Grocery & pharmacy,-48.11
1373,2020-03-27,Newfoundland and Labrador,Grocery & pharmacy,-38.33
1375,2020-03-29,Newfoundland and Labrador,Grocery & pharmacy,-38.23
1377,2020-02-17,Newfoundland and Labrador,Parks,34.84
1379,2020-02-19,Newfoundland and Labrador,Parks,-28.58
1381,2020-02-21,Newfoundland and Labrador,Parks,-1.91
1383,2020-02-23,Newfoundland and Labrador,Parks,54.63
1385,2020-02-25,Newfoundland and Labrador,Parks,22.82
1387,2020-02-27,Newfoundland and Labrador,Parks,-0.01
1389,2020-02-29,Newfoundland and Labrador,Parks,18.24
1391,2020-03-02,Newfoundland and Labrador,Parks,-0.01
1393,2020-03-04,Newfoundland and Labrador,Parks,-3.57
1395,2020-03-06,Newfoundland and Labrador,Parks,7.61
1397,2020-03-08,Newfoundland and Labrador,Parks,-16.5
1399,2020-03-10,Newfoundland and Labrador,Parks,-0.01
1401,2020-03-12,Newfoundland and Labrador,Parks,-2.06
1403,2020-03-14,Newfoundland and Labrador,Parks,-25.68
1405,2020-03-16,Newfoundland and Labrador,Parks,62.12
1407,2020-03-18,Newfoundland and Labrador,Parks,-5.96
1409,2020-03-20,Newfoundland and Labrador,Parks,-0.01
1411,2020-03-22,Newfoundland and Labrador,Parks,17.52
1413,2020-03-24,Newfoundland and Labrador,Parks,-14.13
1415,2020-03-26,Newfoundland and Labrador,Parks,6.18
1417,2020-03-28,Newfoundland and Labrador,Parks,-26.36
1419,2020-02-16,Newfoundland and Labrador,Transit stations,12.89
1421,2020-02-18,Newfoundland and Labrador,Transit stations,-2.92
1423,2020-02-20,Newfoundland and Labrador,Transit stations,2.85
1425,2020-02-22,Newfoundland and Labrador,Transit stations,2.46
1427,2020-02-24,Newfoundland and Labrador,Transit stations,12.75
1429,2020-02-26,Newfoundland and Labrador,Transit stations,7.61
1431,2020-02-28,Newfoundland and Labrador,Transit stations,-11.54
1433,2020-03-01,Newfoundland and Labrador,Transit stations,17.73
1435,2020-03-03,Newfoundland and Labrador,Transit stations,4.85
1437,2020-03-05,Newfoundland and Labrador,Transit stations,-0.01
1439,2020-03-07,Newfoundland and Labrador,Transit stations,-12.35
1441,2020-03-09,Newfoundland and Labrador,Transit stations,21.27
1443,2020-03-11,Newfoundland and Labrador,Transit stations,0.94
1445,2020-03-13,Newfoundland and Labrador,Transit stations,3.84
1447,2020-03-15,Newfoundland and Labrador,Transit stations,11.28
1449,2020-03-17,Newfoundland and Labrador,Transit stations,-14.57
1451,2020-03-19,Newfoundland and Labrador,Transit stations,-23.82
1453,2020-03-21,Newfoundland and Labrador,Transit stations,-37.04
1455,2020-03-23,Newfoundland and Labrador,Transit stations,-39.37
1457,2020-03-25,Newfoundland and Labrador,Transit stations,-66.67
1459,2020-03-27,Newfoundland and Labrador,Transit stations,-70.19
1461,2020-03-29,Newfoundland and Labrador,Transit stations,-59.68
1463,2020-02-17,Newfoundland and Labrador,Workplace,-10.24
1465,2020-02-19,Newfoundland and Labrador,Workplace,-9.73
1467,2020-02-21,Newfoundland and Labrador,Workplace,31.46
1304,2020-03-01,Newfoundland and Labrador,Retail & recreation,15.64
1306,2020-03-03,Newfoundland and Labrador,Retail & recreation,-0.88
1308,2020-03-05,Newfoundland and Labrador,Retail & recreation,1.9
1310,2020-03-07,Newfoundland and Labrador,Retail & recreation,-3.74
1312,2020-03-09,Newfoundland and Labrador,Retail & recreation,7.71
1314,2020-03-11,Newfoundland and Labrador,Retail & recreation,-1.12
1316,2020-03-13,Newfoundland and Labrador,Retail & recreation,8.07
1318,2020-03-15,Newfoundland and Labrador,Retail & recreation,13.12
1320,2020-03-17,Newfoundland and Labrador,Retail & recreation,-11.46
1322,2020-03-19,Newfoundland and Labrador,Retail & recreation,-18.72
1324,2020-03-21,Newfoundland and Labrador,Retail & recreation,-46.35
1326,2020-03-23,Newfoundland and Labrador,Retail & recreation,-39.32
1328,2020-03-25,Newfoundland and Labrador,Retail & recreation,-66.16
1330,2020-03-27,Newfoundland and Labrador,Retail & recreation,-61.1
1332,2020-03-29,Newfoundland and Labrador,Retail & recreation,-53.97
1334,2020-02-17,Newfoundland and Labrador,Grocery & pharmacy,2.79
1336,2020-02-19,Newfoundland and Labrador,Grocery & pharmacy,-20.6
1338,2020-02-21,Newfoundland and Labrador,Grocery & pharmacy,-1.56
1340,2020-02-23,Newfoundland and Labrador,Grocery & pharmacy,3.89
1342,2020-02-25,Newfoundland and Labrador,Grocery & pharmacy,3.72
1344,2020-02-27,Newfoundland and Labrador,Grocery & pharmacy,6.21
1346,2020-02-29,Newfoundland and Labrador,Grocery & pharmacy,10.15
1348,2020-03-02,Newfoundland and Labrador,Grocery & pharmacy,-12.11
1350,2020-03-04,Newfoundland and Labrador,Grocery & pharmacy,-5.93
1352,2020-03-06,Newfoundland and Labrador,Grocery & pharmacy,7.07
1354,2020-03-08,Newfoundland and Labrador,Grocery & pharmacy,-25.49
1356,2020-03-10,Newfoundland and Labrador,Grocery & pharmacy,-0.32
1358,2020-03-12,Newfoundland and Labrador,Grocery & pharmacy,13.95
1360,2020-03-14,Newfoundland and Labrador,Grocery & pharmacy,14.61
1362,2020-03-16,Newfoundland and Labrador,Grocery & pharmacy,45.8
1364,2020-03-18,Newfoundland and Labrador,Grocery & pharmacy,12.69
1366,2020-03-20,Newfoundland and Labrador,Grocery & pharmacy,-1.28
1368,2020-03-22,Newfoundland and Labrador,Grocery & pharmacy,-17.07
1370,2020-03-24,Newfoundland and Labrador,Grocery & pharmacy,-22.37
1372,2020-03-26,Newfoundland and Labrador,Grocery & pharmacy,-25.96
1374,2020-03-28,Newfoundland and Labrador,Grocery & pharmacy,-25.84
1376,2020-02-16,Newfoundland and Labrador,Parks,25.76
1378,2020-02-18,Newfoundland and Labrador,Parks,-1.09
1380,2020-02-20,Newfoundland and Labrador,Parks,-16.5
1382,2020-02-22,Newfoundland and Labrador,Parks,9.45
1384,2020-02-24,Newfoundland and Labrador,Parks,77.26
1386,2020-02-26,Newfoundland and Labrador,Parks,16.67
1388,2020-02-28,Newfoundland and Labrador,Parks,-18.09
1390,2020-03-01,Newfoundland and Labrador,Parks,26.8
1392,2020-03-03,Newfoundland and Labrador,Parks,-10.88
1394,2020-03-05,Newfoundland and Labrador,Parks,-17.52
1396,2020-03-07,Newfoundland and Labrador,Parks,-19.6
1398,2020-03-09,Newfoundland and Labrador,Parks,34.84
1400,2020-03-11,Newfoundland and Labrador,Parks,-4.76
1402,2020-03-13,Newfoundland and Labrador,Parks,22.85
1404,2020-03-15,Newfoundland and Labrador,Parks,17.52
1406,2020-03-17,Newfoundland and Labrador,Parks,25.0
1408,2020-03-19,Newfoundland and Labrador,Parks,36.07
1410,2020-03-21,Newfoundland and Labrador,Parks,-27.02
1412,2020-03-23,Newfoundland and Labrador,Parks,54.54
1414,2020-03-25,Newfoundland and Labrador,Parks,-38.1
1416,2020-03-27,Newfoundland and Labrador,Parks,-53.33
1418,2020-03-29,Newfoundland and Labrador,Parks,-17.52
1420,2020-02-17,Newfoundland and Labrador,Transit stations,6.38
1422,2020-02-19,Newfoundland and Labrador,Transit stations,-19.06
1424,2020-02-21,Newfoundland and Labrador,Transit stations,3.84
1426,2020-02-23,Newfoundland and Labrador,Transit stations,17.73
1428,2020-02-25,Newfoundland and Labrador,Transit stations,8.73
1430,2020-02-27,Newfoundland and Labrador,Transit stations,-0.01
1432,2020-02-29,Newfoundland and Labrador,Transit stations,16.04
1434,2020-03-02,Newfoundland and Labrador,Transit stations,-9.59
1436,2020-03-04,Newfoundland and Labrador,Transit stations,-2.86
1438,2020-03-06,Newfoundland and Labrador,Transit stations,7.68
1440,2020-03-08,Newfoundland and Labrador,Transit stations,14.5
1442,2020-03-10,Newfoundland and Labrador,Transit stations,6.78
1444,2020-03-12,Newfoundland and Labrador,Transit stations,3.8
1446,2020-03-14,Newfoundland and Labrador,Transit stations,-11.12
1448,2020-03-16,Newfoundland and Labrador,Transit stations,-8.51
1450,2020-03-18,Newfoundland and Labrador,Transit stations,-24.77
1452,2020-03-20,Newfoundland and Labrador,Transit stations,-31.74
1454,2020-03-22,Newfoundland and Labrador,Transit stations,-19.36
1456,2020-03-24,Newfoundland and Labrador,Transit stations,-49.52
1458,2020-03-26,Newfoundland and Labrador,Transit stations,-56.2
1460,2020-03-28,Newfoundland and Labrador,Transit stations,-49.39
1462,2020-02-16,Newfoundland and Labrador,Workplace,13.92
1464,2020-02-18,Newfoundland and Labrador,Workplace,-3.21
1466,2020-02-20,Newfoundland and Labrador,Workplace,-4.48
1468,2020-02-22,Newfoundland and Labrador,Workplace,4.68
1470,2020-02-24,Newfoundland and Labrador,Workplace,3.85
1472,2020-02-26,Newfoundland and Labrador,Workplace,1.23
3043,2020-03-25,Yukon,Workplace,-45.66
1469,2020-02-23,Newfoundland and Labrador,Workplace,19.94
1471,2020-02-25,Newfoundland and Labrador,Workplace,1.79
1473,2020-02-27,Newfoundland and Labrador,Workplace,1.76
1475,2020-02-29,Newfoundland and Labrador,Workplace,7.34
1477,2020-03-02,Newfoundland and Labrador,Workplace,-25.09
1479,2020-03-04,Newfoundland and Labrador,Workplace,0.07
1481,2020-03-06,Newfoundland and Labrador,Workplace,35.97
1483,2020-03-08,Newfoundland and Labrador,Workplace,6.28
1485,2020-03-10,Newfoundland and Labrador,Workplace,1.71
1487,2020-03-12,Newfoundland and Labrador,Workplace,0.07
1489,2020-03-14,Newfoundland and Labrador,Workplace,-1.64
1491,2020-03-16,Newfoundland and Labrador,Workplace,-19.64
1493,2020-03-18,Newfoundland and Labrador,Workplace,-33.18
1495,2020-03-20,Newfoundland and Labrador,Workplace,-17.09
1497,2020-03-22,Newfoundland and Labrador,Workplace,-18.04
1499,2020-03-24,Newfoundland and Labrador,Workplace,-54.11
1501,2020-03-26,Newfoundland and Labrador,Workplace,-57.67
1503,2020-03-28,Newfoundland and Labrador,Workplace,-42.45
1505,2020-02-16,Newfoundland and Labrador,Residential,-2.51
1507,2020-02-18,Newfoundland and Labrador,Residential,0.66
1509,2020-02-20,Newfoundland and Labrador,Residential,1.3
1511,2020-02-22,Newfoundland and Labrador,Residential,0.35
1513,2020-02-24,Newfoundland and Labrador,Residential,-1.67
1515,2020-02-26,Newfoundland and Labrador,Residential,-0.5
1517,2020-02-28,Newfoundland and Labrador,Residential,7.96
1519,2020-03-01,Newfoundland and Labrador,Residential,-1.75
1521,2020-03-03,Newfoundland and Labrador,Residential,0.77
1523,2020-03-05,Newfoundland and Labrador,Residential,1.43
1525,2020-03-07,Newfoundland and Labrador,Residential,3.5
1527,2020-03-09,Newfoundland and Labrador,Residential,-1.42
1529,2020-03-11,Newfoundland and Labrador,Residential,1.78
1531,2020-03-13,Newfoundland and Labrador,Residential,0.81
1533,2020-03-15,Newfoundland and Labrador,Residential,-0.79
1535,2020-03-17,Newfoundland and Labrador,Residential,7.05
1537,2020-03-19,Newfoundland and Labrador,Residential,10.32
1539,2020-03-21,Newfoundland and Labrador,Residential,11.84
1541,2020-03-23,Newfoundland and Labrador,Residential,12.08
1543,2020-03-25,Newfoundland and Labrador,Residential,21.3
1545,2020-03-27,Newfoundland and Labrador,Residential,24.02
1547,2020-03-29,Newfoundland and Labrador,Residential,8.52
1549,2020-02-17,Northwest Territories,Retail & recreation,6.14
1551,2020-02-19,Northwest Territories,Retail & recreation,5.59
1553,2020-02-21,Northwest Territories,Retail & recreation,13.78
1555,2020-02-23,Northwest Territories,Retail & recreation,11.61
1557,2020-02-25,Northwest Territories,Retail & recreation,13.14
1559,2020-02-27,Northwest Territories,Retail & recreation,12.89
1561,2020-02-29,Northwest Territories,Retail & recreation,13.13
1563,2020-03-02,Northwest Territories,Retail & recreation,8.76
1565,2020-03-04,Northwest Territories,Retail & recreation,13.59
1567,2020-03-06,Northwest Territories,Retail & recreation,11.71
1569,2020-03-08,Northwest Territories,Retail & recreation,11.61
1571,2020-03-10,Northwest Territories,Retail & recreation,15.78
1573,2020-03-12,Northwest Territories,Retail & recreation,8.86
1575,2020-03-14,Northwest Territories,Retail & recreation,-0.01
1577,2020-03-16,Northwest Territories,Retail & recreation,-0.01
1579,2020-03-18,Northwest Territories,Retail & recreation,-15.21
1581,2020-03-20,Northwest Territories,Retail & recreation,-24.84
1583,2020-03-22,Northwest Territories,Retail & recreation,-44.19
1585,2020-03-24,Northwest Territories,Retail & recreation,-50.01
1587,2020-03-26,Northwest Territories,Retail & recreation,-50.81
1589,2020-03-28,Northwest Territories,Retail & recreation,-58.4
1591,2020-02-16,Northwest Territories,Grocery & pharmacy,14.81
1593,2020-02-18,Northwest Territories,Grocery & pharmacy,6.77
1595,2020-02-20,Northwest Territories,Grocery & pharmacy,11.1
1597,2020-02-22,Northwest Territories,Grocery & pharmacy,3.94
1599,2020-02-24,Northwest Territories,Grocery & pharmacy,-4.84
1601,2020-02-26,Northwest Territories,Grocery & pharmacy,10.0
1603,2020-02-28,Northwest Territories,Grocery & pharmacy,5.55
1605,2020-03-01,Northwest Territories,Grocery & pharmacy,11.1
1607,2020-03-03,Northwest Territories,Grocery & pharmacy,13.55
1609,2020-03-05,Northwest Territories,Grocery & pharmacy,7.93
1611,2020-03-07,Northwest Territories,Grocery & pharmacy,6.57
1613,2020-03-09,Northwest Territories,Grocery & pharmacy,8.06
1615,2020-03-11,Northwest Territories,Grocery & pharmacy,-1.67
1617,2020-03-13,Northwest Territories,Grocery & pharmacy,5.55
1619,2020-03-15,Northwest Territories,Grocery & pharmacy,-1.86
1621,2020-03-17,Northwest Territories,Grocery & pharmacy,13.55
1623,2020-03-19,Northwest Territories,Grocery & pharmacy,-3.18
1625,2020-03-21,Northwest Territories,Grocery & pharmacy,-28.95
1627,2020-03-23,Northwest Territories,Grocery & pharmacy,-32.26
1629,2020-03-25,Northwest Territories,Grocery & pharmacy,-27.92
1631,2020-03-27,Northwest Territories,Grocery & pharmacy,-26.05
1633,2020-03-29,Northwest Territories,Grocery & pharmacy,-44.45
1635,2020-03-19,Northwest Territories,Transit stations,-20.0
1637,2020-03-24,Northwest Territories,Transit stations,-50.0
1474,2020-02-28,Newfoundland and Labrador,Workplace,18.57
1476,2020-03-01,Newfoundland and Labrador,Workplace,16.93
1478,2020-03-03,Newfoundland and Labrador,Workplace,0.85
1480,2020-03-05,Newfoundland and Labrador,Workplace,-1.17
1482,2020-03-07,Newfoundland and Labrador,Workplace,2.04
1484,2020-03-09,Newfoundland and Labrador,Workplace,4.44
1486,2020-03-11,Newfoundland and Labrador,Workplace,0.3
1488,2020-03-13,Newfoundland and Labrador,Workplace,29.32
1490,2020-03-15,Newfoundland and Labrador,Workplace,11.46
1492,2020-03-17,Newfoundland and Labrador,Workplace,-22.96
1494,2020-03-19,Newfoundland and Labrador,Workplace,-36.55
1496,2020-03-21,Newfoundland and Labrador,Workplace,-26.13
1498,2020-03-23,Newfoundland and Labrador,Workplace,-45.9
1500,2020-03-25,Newfoundland and Labrador,Workplace,-61.89
1502,2020-03-27,Newfoundland and Labrador,Workplace,-45.23
1504,2020-03-29,Newfoundland and Labrador,Workplace,-34.97
1506,2020-02-17,Newfoundland and Labrador,Residential,0.23
1508,2020-02-19,Newfoundland and Labrador,Residential,4.72
1510,2020-02-21,Newfoundland and Labrador,Residential,1.56
1512,2020-02-23,Newfoundland and Labrador,Residential,-3.62
1514,2020-02-25,Newfoundland and Labrador,Residential,-0.29
1516,2020-02-27,Newfoundland and Labrador,Residential,-0.58
1518,2020-02-29,Newfoundland and Labrador,Residential,-0.47
1520,2020-03-02,Newfoundland and Labrador,Residential,7.46
1522,2020-03-04,Newfoundland and Labrador,Residential,1.3
1524,2020-03-06,Newfoundland and Labrador,Residential,0.32
1526,2020-03-08,Newfoundland and Labrador,Residential,1.97
1528,2020-03-10,Newfoundland and Labrador,Residential,0.21
1530,2020-03-12,Newfoundland and Labrador,Residential,0.11
1532,2020-03-14,Newfoundland and Labrador,Residential,3.89
1534,2020-03-16,Newfoundland and Labrador,Residential,3.04
1536,2020-03-18,Newfoundland and Labrador,Residential,11.03
1538,2020-03-20,Newfoundland and Labrador,Residential,14.39
1540,2020-03-22,Newfoundland and Labrador,Residential,5.35
1542,2020-03-24,Newfoundland and Labrador,Residential,17.37
1544,2020-03-26,Newfoundland and Labrador,Residential,18.0
1546,2020-03-28,Newfoundland and Labrador,Residential,13.55
1548,2020-02-16,Northwest Territories,Retail & recreation,8.13
1550,2020-02-18,Northwest Territories,Retail & recreation,10.52
1552,2020-02-20,Northwest Territories,Retail & recreation,19.34
1554,2020-02-22,Northwest Territories,Retail & recreation,11.67
1556,2020-02-24,Northwest Territories,Retail & recreation,8.76
1558,2020-02-26,Northwest Territories,Retail & recreation,12.8
1560,2020-02-28,Northwest Territories,Retail & recreation,16.55
1562,2020-03-01,Northwest Territories,Retail & recreation,15.11
1564,2020-03-03,Northwest Territories,Retail & recreation,12.27
1566,2020-03-05,Northwest Territories,Retail & recreation,15.31
1568,2020-03-07,Northwest Territories,Retail & recreation,8.02
1570,2020-03-09,Northwest Territories,Retail & recreation,12.27
1572,2020-03-11,Northwest Territories,Retail & recreation,6.39
1574,2020-03-13,Northwest Territories,Retail & recreation,8.27
1576,2020-03-15,Northwest Territories,Retail & recreation,4.64
1578,2020-03-17,Northwest Territories,Retail & recreation,-5.27
1580,2020-03-19,Northwest Territories,Retail & recreation,-22.59
1582,2020-03-21,Northwest Territories,Retail & recreation,-42.34
1584,2020-03-23,Northwest Territories,Retail & recreation,-50.01
1586,2020-03-25,Northwest Territories,Retail & recreation,-52.01
1588,2020-03-27,Northwest Territories,Retail & recreation,-51.73
1590,2020-03-29,Northwest Territories,Retail & recreation,-59.3
1592,2020-02-17,Northwest Territories,Grocery & pharmacy,-0.01
1594,2020-02-19,Northwest Territories,Grocery & pharmacy,1.65
1596,2020-02-21,Northwest Territories,Grocery & pharmacy,4.16
1598,2020-02-23,Northwest Territories,Grocery & pharmacy,18.51
1600,2020-02-25,Northwest Territories,Grocery & pharmacy,13.55
1602,2020-02-27,Northwest Territories,Grocery & pharmacy,11.1
1604,2020-02-29,Northwest Territories,Grocery & pharmacy,5.25
1606,2020-03-02,Northwest Territories,Grocery & pharmacy,6.44
1608,2020-03-04,Northwest Territories,Grocery & pharmacy,11.66
1610,2020-03-06,Northwest Territories,Grocery & pharmacy,6.93
1612,2020-03-08,Northwest Territories,Grocery & pharmacy,3.7
1614,2020-03-10,Northwest Territories,Grocery & pharmacy,11.85
1616,2020-03-12,Northwest Territories,Grocery & pharmacy,3.16
1618,2020-03-14,Northwest Territories,Grocery & pharmacy,-0.01
1620,2020-03-16,Northwest Territories,Grocery & pharmacy,11.29
1622,2020-03-18,Northwest Territories,Grocery & pharmacy,4.99
1624,2020-03-20,Northwest Territories,Grocery & pharmacy,-5.56
1626,2020-03-22,Northwest Territories,Grocery & pharmacy,-40.75
1628,2020-03-24,Northwest Territories,Grocery & pharmacy,-40.68
1630,2020-03-26,Northwest Territories,Grocery & pharmacy,-23.42
1632,2020-03-28,Northwest Territories,Grocery & pharmacy,-31.59
1634,2020-03-16,Northwest Territories,Transit stations,-17.08
1636,2020-03-23,Northwest Territories,Transit stations,-51.22
1638,2020-03-25,Northwest Territories,Transit stations,-52.63
1640,2020-03-27,Northwest Territories,Transit stations,-47.49
1642,2020-03-29,Northwest Territories,Transit stations,-58.82
1639,2020-03-26,Northwest Territories,Transit stations,-55.0
1641,2020-03-28,Northwest Territories,Transit stations,-48.65
1643,2020-02-17,Northwest Territories,Workplace,1.59
1645,2020-02-19,Northwest Territories,Workplace,1.54
1647,2020-02-21,Northwest Territories,Workplace,-2.35
1649,2020-02-24,Northwest Territories,Workplace,0.0
1651,2020-02-26,Northwest Territories,Workplace,0.77
1653,2020-02-28,Northwest Territories,Workplace,-0.79
1655,2020-03-02,Northwest Territories,Workplace,2.37
1657,2020-03-04,Northwest Territories,Workplace,1.54
1659,2020-03-06,Northwest Territories,Workplace,0.0
1661,2020-03-09,Northwest Territories,Workplace,-0.79
1663,2020-03-11,Northwest Territories,Workplace,0.77
1665,2020-03-13,Northwest Territories,Workplace,-7.03
1667,2020-03-16,Northwest Territories,Workplace,-11.12
1669,2020-03-18,Northwest Territories,Workplace,-18.61
1671,2020-03-20,Northwest Territories,Workplace,-36.71
1673,2020-03-22,Northwest Territories,Workplace,-25.0
1675,2020-03-24,Northwest Territories,Workplace,-48.43
1677,2020-03-26,Northwest Territories,Workplace,-48.49
1679,2020-03-28,Northwest Territories,Workplace,-34.55
1681,2020-02-16,Nova Scotia,Retail & recreation,56.76
1683,2020-02-18,Nova Scotia,Retail & recreation,6.19
1685,2020-02-20,Nova Scotia,Retail & recreation,8.92
1687,2020-02-22,Nova Scotia,Retail & recreation,-0.24
1689,2020-02-24,Nova Scotia,Retail & recreation,1.01
1691,2020-02-26,Nova Scotia,Retail & recreation,6.77
1693,2020-02-28,Nova Scotia,Retail & recreation,1.14
1695,2020-03-01,Nova Scotia,Retail & recreation,38.4
1697,2020-03-03,Nova Scotia,Retail & recreation,2.99
1699,2020-03-05,Nova Scotia,Retail & recreation,8.49
1701,2020-03-07,Nova Scotia,Retail & recreation,-12.95
1703,2020-03-09,Nova Scotia,Retail & recreation,2.04
1705,2020-03-11,Nova Scotia,Retail & recreation,2.39
1707,2020-03-13,Nova Scotia,Retail & recreation,0.74
1709,2020-03-15,Nova Scotia,Retail & recreation,38.29
1711,2020-03-17,Nova Scotia,Retail & recreation,-21.53
1713,2020-03-19,Nova Scotia,Retail & recreation,-29.71
1715,2020-03-21,Nova Scotia,Retail & recreation,-48.63
1717,2020-03-23,Nova Scotia,Retail & recreation,-50.39
1719,2020-03-25,Nova Scotia,Retail & recreation,-50.83
1721,2020-03-27,Nova Scotia,Retail & recreation,-54.65
1723,2020-03-29,Nova Scotia,Retail & recreation,-33.12
1725,2020-02-17,Nova Scotia,Grocery & pharmacy,-50.0
1727,2020-02-19,Nova Scotia,Grocery & pharmacy,-4.67
1729,2020-02-21,Nova Scotia,Grocery & pharmacy,-2.36
1731,2020-02-23,Nova Scotia,Grocery & pharmacy,38.92
1733,2020-02-25,Nova Scotia,Grocery & pharmacy,1.71
1735,2020-02-27,Nova Scotia,Grocery & pharmacy,-7.26
1737,2020-02-29,Nova Scotia,Grocery & pharmacy,-0.54
1739,2020-03-02,Nova Scotia,Grocery & pharmacy,4.06
1741,2020-03-04,Nova Scotia,Grocery & pharmacy,-2.56
1743,2020-03-06,Nova Scotia,Grocery & pharmacy,8.52
1745,2020-03-08,Nova Scotia,Grocery & pharmacy,40.65
1747,2020-03-10,Nova Scotia,Grocery & pharmacy,1.2
1749,2020-03-12,Nova Scotia,Grocery & pharmacy,20.1
1751,2020-03-14,Nova Scotia,Grocery & pharmacy,17.32
1753,2020-03-16,Nova Scotia,Grocery & pharmacy,34.18
1755,2020-03-18,Nova Scotia,Grocery & pharmacy,-0.06
1757,2020-03-20,Nova Scotia,Grocery & pharmacy,-8.37
1759,2020-03-22,Nova Scotia,Grocery & pharmacy,3.94
1761,2020-03-24,Nova Scotia,Grocery & pharmacy,-39.49
1763,2020-03-26,Nova Scotia,Grocery & pharmacy,-30.41
1765,2020-03-28,Nova Scotia,Grocery & pharmacy,-28.75
1767,2020-02-16,Nova Scotia,Parks,84.49
1769,2020-02-18,Nova Scotia,Parks,-2.26
1771,2020-02-20,Nova Scotia,Parks,4.24
1773,2020-02-22,Nova Scotia,Parks,1.85
1775,2020-02-24,Nova Scotia,Parks,25.6
1777,2020-02-26,Nova Scotia,Parks,17.57
1779,2020-02-28,Nova Scotia,Parks,-17.68
1781,2020-03-01,Nova Scotia,Parks,70.54
1783,2020-03-03,Nova Scotia,Parks,5.08
1785,2020-03-05,Nova Scotia,Parks,15.15
1787,2020-03-07,Nova Scotia,Parks,-22.23
1789,2020-03-09,Nova Scotia,Parks,9.15
1791,2020-03-11,Nova Scotia,Parks,3.84
1793,2020-03-13,Nova Scotia,Parks,-13.8
1795,2020-03-15,Nova Scotia,Parks,182.16
1797,2020-03-17,Nova Scotia,Parks,20.9
1799,2020-03-19,Nova Scotia,Parks,86.05
1801,2020-03-21,Nova Scotia,Parks,87.77
1803,2020-03-23,Nova Scotia,Parks,-16.46
1805,2020-03-25,Nova Scotia,Parks,-6.6
1807,2020-03-27,Nova Scotia,Parks,-41.81
1809,2020-03-29,Nova Scotia,Parks,94.56
1811,2020-02-17,Nova Scotia,Transit stations,-33.88
1813,2020-02-19,Nova Scotia,Transit stations,-1.24
1815,2020-02-21,Nova Scotia,Transit stations,0.19
1817,2020-02-23,Nova Scotia,Transit stations,35.21
